,song name,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
335,Blackout,LOST & FOUND,Jackson Wang,45,Jackson Wang,2022-03-07,3seTKIM6brUxC8M2rHGPkC,0.655,0.627,2,-6.687,1,0.0471,3.36e-05,0.153,0.782,167.94,156640,4
336,Dawn of us,Dawn of us,Jackson Wang,48,Jackson Wang,2018-04-20,2NpKyrIlJOHszUS2cXpEMU,0.834,0.588,0,-6.243,1,0.0759,4.25e-06,0.112,0.489,141.944,179834,4
337,U & I,"The Package (Original Television Soundtrack), Pt. 4",JAY B,46,Jackson Wang,2017-10-27,20V840DuCck4hDp71LHuHx,0.797,0.471,0,-7.067,1,0.0291,1.12e-06,0.109,0.574,99.949,213898,4
338,Papillon,Papillon,Jackson Wang,52,Jackson Wang,2017-08-26,0sHZzinNs6zUXnxcwhFYES,0.822,0.684,4,-2.507,0,0.253,0,0.0986,0.502,170.157,195036,4
339,Poison,LOST & FOUND,Jackson Wang,45,Jackson Wang,2022-03-07,3uDsqwK25QnO75jDupZZnZ,0.614,0.843,0,-8.367,1,0.0521,0.00146,0.207,0.767,159.999,192280,4
340,Oxygen,Oxygen,Jackson Wang,50,Jackson Wang,2019-04-12,1L3l7GXxByDSriYTwbwuZm,0.729,0.718,3,-2.313,0,0.0622,0,0.24,0.412,123.892,158710,4
341,UNLESS I'M WITH YOU,MIRRORS,Jackson Wang,46,Jackson Wang,2019-10-25,1OelkS095FL6l9AOGaky6Y,0.714,0.501,1,-8.548,0,0.183,2.53e-05,0.11,0.422,159.899,147027,4
342,王嘉爾,王嘉爾,Jackson Wang,47,Jackson Wang,2022-01-11,380m8wx1X9cSSSF5If2D9X,0.763,0.648,8,-5.18,1,0.0472,9.43e-05,0.167,0.476,100.057,273133,4
343,In My Bed,LOST & FOUND,Jackson Wang,44,Jackson Wang,2022-03-07,5IXhUQkWwNi9z10H7Xopho,0.792,0.559,0,-9.124,0,0.173,8.35e-05,0.188,0.434,84.016,138627,4
344,一個人 (Alone),一個人 (Alone),Jackson Wang,45,Jackson Wang,2021-01-30,7hDg1QQOiqQmQzx1nORGwi,0.654,0.395,4,-8.169,0,0.0402,0,0.124,0.114,75.007,185547,4
345,ON THE ROCKS,MIRRORS,Jackson Wang,46,Jackson Wang,2019-10-25,5O6QbgZZ9z1mFo8cOlSRrf,0.676,0.693,10,-7.282,1,0.0518,0,0.127,0.397,148.022,188760,4
346,OKAY,OKAY,Jackson Wang,48,Jackson Wang,2017-11-30,6EyVzKFaV2quTgrjnql7WT,0.905,0.684,4,-5.18,0,0.0703,0,0.0554,0.542,120.025,192729,4
347,X,X,Jackson Wang,43,Jackson Wang,2018-05-25,0PFIjuocFoKAx8xFxIFZYb,0.81,0.817,5,-2.674,1,0.069,0,0.297,0.698,110.024,132781,4
348,Damn Girl - feat. Jackson Wang,HIP LIFE:POP LIFE,CrazyBoy,39,Jackson Wang,2022-01-21,7JI2h6KUHs1h1CaDfhRvMR,0.593,0.716,9,-5.976,1,0.114,0,0.0629,0.488,193.819,182572,4
349,DWAY!,MIRRORS,Jackson Wang,45,Jackson Wang,2019-10-25,0IbaAAp2pL2QMCshGQlvTe,0.845,0.498,1,-5.953,1,0.0592,0,0.0918,0.486,98.973,145240,4
350,Creo en Mi (feat. Jackson Wang),Believe In Mi,Sammi Cheng,40,Jackson Wang,2018-08-17,1hrF3WXuEqjP5N6wTHSDH3,0.443,0.577,4,-6.468,1,0.0361,0,0.151,0.2,159.775,243000,4
351,So Bad (feat. 王嘉爾),So Bad (feat. 王嘉爾),VaVa,40,Jackson Wang,2021-03-13,1w1jW6d9KSoa2fQkdmu5wa,0.693,0.564,6,-7.836,1,0.0655,0,0.147,0.54,96.9,194099,4
352,Face Power (feat. Jackson Wang),Mr. Enjoy Da Money,KnowKnow,40,Jackson Wang,2019-12-12,1Q9TJqc5c3MJxU6UG57h9C,0.793,0.737,1,-5.872,1,0.237,0,0.0945,0.172,88.493,178983,4
353,Die For You,SMITHEREENS,Joji,90,Joji,2022-11-04,26hOm7dTtBi0TdpDGl141t,0.472,0.518,8,-7.379,1,0.051,0.127,0.289,0.154,147.805,211667,4
354,Glimpse of Us,Glimpse of Us,Joji,90,Joji,2022-06-10,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3
355,SLOW DANCING IN THE DARK,BALLADS 1,Joji,85,Joji,2018-10-26,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.458,1,0.0261,0.00598,0.191,0.284,88.964,209274,4
356,Sanctuary,Nectar,Joji,77,Joji,2020-09-24,5F1ZmucV0uJY14y2dYKePa,0.552,0.638,1,-7.474,1,0.11,0.00014,0.374,0.332,167.834,180019,4
357,Feeling Like The End,SMITHEREENS,Joji,80,Joji,2022-11-04,1abwytAhbWeHrbsA9eODOy,0.794,0.668,2,-7.689,1,0.0646,0.00104,0.0899,0.632,148.016,102480,4
358,worldstar money (interlude),In Tongues (Deluxe),Joji,79,Joji,2018-02-14,0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7,-8.607,1,0.274,0.705,0.208,0.459,146.565,126312,1
359,YEAH RIGHT,BALLADS 1,Joji,81,Joji,2018-10-26,1VGzxJnVQND7Cg5H5wGj14,0.672,0.588,1,-9.573,1,0.133,0.241,0.0992,0.204,169.033,174358,4
360,Like You Do,Nectar,Joji,73,Joji,2020-09-25,1MONUudxAjEk76FJvzGhuD,0.582,0.199,10,-10.045,1,0.0321,0.00852,0.135,0.0783,66.454,240294,4
361,NIGHT RIDER,SMITHEREENS,Joji,77,Joji,2022-11-04,1c39AwcrkN9srI7Az5662I,0.768,0.754,8,-6.713,1,0.141,0.919,0.11,0.0388,85.016,127987,4
362,Will He,In Tongues (Deluxe),Joji,74,Joji,2018-02-14,7wvwXi9Z66dcH5t202vVkN,0.618,0.217,10,-15.372,1,0.0515,0.000163,0.538,0.0872,116.014,202103,4
363,Daylight,Daylight,Joji,72,Diplo,2020-08-06,6Ed1q0X8oSKSm4IIhiQbYg,0.528,0.749,7,-7.571,1,0.0479,9.6e-05,0.0949,0.729,163.944,163906,4
364,CAN'T GET OVER YOU (feat. Clams Casino),BALLADS 1,Joji,72,Clams Casino,2018-10-26,39oeKRgsLeynDIbWuXyA47,0.9,0.316,9,-8.797,1,0.332,0.0771,0.0853,0.844,129.914,107077,4
365,1AM FREESTYLE,SMITHEREENS,Joji,78,Joji,2022-11-04,0FqBNLXlTNimxmVRdDMj6b,0.615,0.541,0,-6.307,0,0.0263,0.00268,0.12,0.124,126.049,113067,4
366,Run,Nectar,Joji,71,Joji,2020-09-25,3AkdSFo7quCZ781KCqNK0T,0.448,0.72,7,-3.954,1,0.0332,0.000292,0.614,0.361,157.919,195000,3
367,Demons,In Tongues (Deluxe),Joji,69,Joji,2018-02-14,77UXyXy6qie0sOtLdEIH4A,0.458,0.378,2,-11.354,0,0.15,0.0919,0.0966,0.037,168.232,176804,3
368,TEST DRIVE,BALLADS 1,Joji,71,Joji,2018-10-26,1DMEzmAoQIikcL52psptQL,0.646,0.648,3,-8.602,1,0.0372,0.00316,0.108,0.466,75.004,179423,4
369,YUKON (INTERLUDE),SMITHEREENS,Joji,77,Joji,2022-11-04,5IPl8JpkbtSH1mdyq5ctSx,0.736,0.71,6,-8.497,0,0.091,0.0351,0.395,0.0728,82.482,141093,4
370,Afterthought,Nectar,Joji,70,BENEE,2020-09-25,6zvqq50PL7io0rprbkrYc9,0.668,0.547,1,-8.024,1,0.0353,0.0766,0.0931,0.192,83.5,194871,4
371,I Don't Wanna Waste My Time,In Tongues (Deluxe),Joji,67,Joji,2018-02-14,72Qo3U5apeuv91j9BEqJBM,0.403,0.234,4,-17.865,1,0.0531,0.0618,0.123,0.13,144.226,164430,4
372,ATTENTION,BALLADS 1,Joji,69,Joji,2018-10-26,5aqu5xhPqoOWqF71PkfgM8,0.787,0.312,7,-12.401,1,0.0383,0.0224,0.115,0.425,119.899,128888,4
373,Before The Day Is Over,SMITHEREENS,Joji,77,Joji,2022-11-04,7zBscbZUCr4jEABrfV9g03,0.393,0.305,9,-11.372,1,0.0461,0.00146,0.092,0.15,160.075,213707,4
374,Ew,Nectar,Joji,70,Joji,2020-09-25,7xcUWyLh6fIMsYjoVI7NnZ,0.48,0.373,10,-9.297,1,0.0278,0.067,0.12,0.0376,114.078,207710,4
375,Window,In Tongues (Deluxe),Joji,66,Joji,2018-02-14,6dqiwfvxb1AM5y1vyVwaa0,0.643,0.329,1,-12.598,1,0.0898,0.665,0.0958,0.202,156.959,152375,4
376,WANTED U,BALLADS 1,Joji,71,Joji,2018-10-26,0Y9D1Bc4fAkeZnVsGKdij6,0.305,0.715,7,-7.54,1,0.0554,0.0495,0.0906,0.29,82.977,251015,4
377,Midsummer Madness,Head In The Clouds,88rising,70,Rich Brian,2018-07-20,6TodWdTSDfzwgYynTZSvJn,0.409,0.678,9,-7.731,1,0.0878,4.76e-06,0.167,0.168,89.968,280842,4
378,Gimme Love,Nectar,Joji,71,Joji,2020-09-25,0HItcI6qN6Dr4MC3CZryQh,0.484,0.632,5,-6.917,1,0.0976,0.0243,0.209,0.0736,126.384,214558,3
379,Plastic Taste,In Tongues (Deluxe),Joji,63,Joji,2018-02-14,4tAroWdVxOsx5teIaZqEHm,0.33,0.16,7,-11.647,1,0.0332,0.93,0.21,0.122,131.222,120424,3
380,Thinking Bout You,Xeno,rei brown,63,Joji,2022-07-08,7HJbpVOycx32pDjWvpF9hp,0.67,0.711,9,-7.786,1,0.0563,0.00149,0.242,0.509,163.998,190947,4
381,Head In The Clouds,Head In The Clouds,88rising,64,Joji,2018-07-20,3kYARoLSAvt86VFZ55BQcq,0.516,0.456,9,-9.242,1,0.0397,1.27e-05,0.0847,0.238,145.843,178023,4
382,From You,Fragments,Bonobo,61,Joji,2022-01-14,6t2gHlvw7kTK6M7M5f7S6K,0.655,0.499,0,-10.039,0,0.0433,0.763,0.111,0.255,140.022,210280,4
383,Breathe,Head In The Clouds II,88rising,61,Don Krez,2019-10-11,1WI8MH3HPGjzpU0ywLahwt,0.538,0.52,7,-10.143,1,0.08,0.00912,0.301,0.0775,113.081,125468,3
384,Besidju,Besidju,shamana,60,Joji,2016-11-11,3nUyfV0XhG8sysUfgEDmdI,0.747,0.413,5,-15.392,0,0.409,0.000792,0.123,0.221,105.053,107442,4
385,Think About U (feat. Joji),Elsewhere,Ryan Hemsworth,59,Joji,2018-09-21,4yakjUoss5rjOdPWQ8mW6Q,0.324,0.353,0,-10.119,1,0.0335,0.139,0.262,0.0569,121.788,168975,4
386,Introvert (feat. Joji),Amen,Rich Brian,62,Joji,2018-02-02,3qbqWUDl9j09PeBaQ6CZgr,0.836,0.686,1,-4.673,1,0.0413,0.00231,0.0681,0.632,110.029,222259,4
387,Walking (feat. Swae Lee & Major Lazer),Head In The Clouds II,88rising,61,Jackson Wang,2019-10-11,1qbXrxctv75pm1lWCn6Zw3,0.701,0.663,6,-7.227,1,0.202,1.04e-05,0.131,0.334,100.001,167080,4
388,La Cienega,Head In The Clouds,88rising,60,NIKI,2018-07-20,3iGz75NJkqHubYUMRELLyP,0.61,0.318,8,-9.95,1,0.148,0.000617,0.102,0.214,109.491,192607,3
389,Gates to the Sun (POLLEN Singles),Gates to the Sun (POLLEN Singles),SahBabii,59,Joji,2020-09-16,6EG0w98d2S1u1copDAHDqP,0.717,0.459,4,-11.101,1,0.236,0.0123,0.143,0.373,143.948,135748,4
390,Make It Right,Wildflower,Nessly,57,Joji,2018-03-02,75i46NeSscgcmzcWrs0GQK,0.759,0.532,1,-7.45,0,0.074,2.21e-06,0.105,0.701,146.037,227573,4
391,Where Does The Time Go (feat. Joji),The Sailor,Rich Brian,57,Joji,2019-07-26,0D7EgPJwNzBTSej80OveHZ,0.642,0.553,2,-6.573,1,0.0265,9.79e-06,0.112,0.129,139.925,251289,4
392,Peach Jam,Head In The Clouds,88rising,57,BlocBoy JB,2018-07-20,6dktyiCWz2JYGmcPQ5D5dY,0.857,0.668,7,-6.816,1,0.052,0.000595,0.101,0.624,89.986,161713,4
393,Gospel,Gospel,Rich Brian,64,XXXTENTACION,2017-05-12,2PqSNVmiEQpFkLoNPoDfwI,0.681,0.659,9,-6.405,1,0.268,8.17e-06,0.11,0.225,156.004,173294,4
394,Achoo,Achoo,Keith Ape,57,Ski Mask The Slump God,2017-10-03,1UzDnvveOGAJiIGNgbaTdt,0.659,0.839,2,-4.106,1,0.162,0.0,0.389,0.624,119.935,244000,4
395,Mull,Ape Into Space,Keith Ape,44,Keith Ape,2022-11-08,3R0rfIZjWpNUHNHREUvCBN,0.675,0.793,11,-3.863,0,0.124,0.0,0.198,0.585,143.95,178920,4
396,Japan 88,Head In The Clouds,88rising,45,Keith Ape,2018-07-20,2AJlEaACYHQMYxXlRMdLM6,0.747,0.706,6,-7.244,1,0.404,0.0,0.336,0.835,176.095,185510,4
397,All Alright,$MOKE UNDER THE WATER,Keith Ape,45,SosMula,2022-03-11,563krmUFNDwqD0yuAmbX2o,0.536,0.895,11,-4.366,1,0.207,0.0,0.518,0.34,149.778,194821,4
398,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",Keith Ape,49,Father,2015-07-27,0gpFiquPvir7e3RrM4kii9,0.787,0.743,1,-4.206,1,0.0642,0.0,0.294,0.454,102.076,300000,4
399,WeChat,Black Cab,Higher Brothers,37,Keith Ape,2017-05-31,49iftzwMkjN6d8YI7fsB7t,0.754,0.675,8,-4.58,1,0.207,0.0,0.0346,0.526,145.815,256804,4
400,PLUMBERS,PLUMBERS,Lil Darkie,35,PNSB,2019-09-07,3yYPNTAGxwO7v2nckUKI4d,0.584,0.992,1,-0.486,1,0.507,8.84e-06,0.53,0.708,155.711,253143,4
401,Face Pucker,$MOKE UNDER THE WATER,Keith Ape,41,SosMula,2022-03-11,4hGwJcHHjYUEWGnPrWdijV,0.697,0.864,10,-4.705,1,0.0958,0.0,0.397,0.463,75.016,161532,4
402,"Underwater 'Water' (feat. Yung Gleesh, Okasian & Kramp)",Ape Into Space,Keith Ape,33,Okasian,2022-11-08,3aGfy3EBdDxElUIWzUJgde,0.786,0.834,8,-4.378,0,0.12,0.0,0.186,0.686,127.996,210480,4
403,Gerk Walk,Gerk Walk,CHRIST DILLINGER,34,Lil Darkie,2019-07-25,4Tj6449QlkeGsv8pqWxONS,0.811,0.938,5,-1.012,0,0.231,0.0,0.261,0.752,106.772,293074,4
404,Here We Go Again,MOD: Ape's Basics in Time and Play,Keith Ape,30,nascar aloe,2021-09-20,4IRksGw81Om1uCtD64ilvy,0.391,0.909,10,-5.107,1,0.46,0.0,0.201,0.615,79.842,144141,4
405,What?!,$MOKE UNDER THE WATER,Keith Ape,38,SosMula,2022-03-11,286jRWzUVDFEyDvCeibmtr,0.642,0.691,1,-5.89,1,0.0964,0.0,0.165,0.103,160.135,168375,4
406,Hydro Ninja,Ape Into Space,Keith Ape,31,Keith Ape,2022-11-08,6AEmV4Jpyb3PW8qM4hgjNv,0.696,0.924,0,-5.747,0,0.195,0.0,0.288,0.766,77.018,172253,4
407,Diamonds,Diamonds (feat. Jedi P) - Single,Keith Ape,30,Jedi P,2016-08-11,5lmgjpVahAJelpX3KHrQh2,0.767,0.705,0,-9.042,1,0.234,0.0,0.0983,0.493,130.07,213692,4
408,RIDE WITH U (Prod. by CHINO JAY),FREE FROM HELL,B-Free,27,Keith Ape,2019-08-27,3flc1CjusOn4FwdtE5dEMq,0.949,0.564,11,-8.789,1,0.275,0.0,0.0699,0.912,126.934,170084,4
409,Ape Sounds,BORN AGAIN,Keith Ape,26,Keith Ape,2018-10-12,1V1PFjcAURah0vyApDhxNl,0.839,0.738,1,-6.947,1,0.265,0.000493,0.141,0.532,130.025,121849,4
410,Whiplash (feat. Peewee Longway),Ape Into Space,Keith Ape,30,Peewee Longway,2022-11-08,7HkvTv18vdKOKwCPa1DeBw,0.829,0.882,4,-3.029,1,0.265,0.0,0.21,0.661,96.026,122147,4
411,"IT G MA Remix (josh pan Opus) [feat. A$AP Ferg, Father, Dumbfoundead & Waka Flocka Flame with Anderson .Paak]","IT G MA Remix (josh pan Opus) [feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame with Anderson .Paak]",Keith Ape,29,Anderson .Paak,2016-02-12,55hUGKgOOB0O5fdoUCLRSZ,0.442,0.822,1,-5.836,1,0.347,3.52e-05,0.117,0.181,101.89,865498,4
412,Yuh Dig,Yuh Dig,Keith Ape,22,Keith Ape,2021-05-24,4FaSFXucb78LI31N3fvCw7,0.529,0.71,10,-5.935,0,0.366,4.53e-05,0.274,0.502,180.276,150508,4
413,My Wrist Clearer Than Water!,BORN AGAIN,Keith Ape,22,Keith Ape,2018-10-12,5VV5SthH2PkI6IeZWMXsqs,0.596,0.907,1,-6.38,1,0.354,0.042,0.116,0.784,160.163,133688,4
414,Eyes Wide Shut,Ape Into Space,Keith Ape,28,Keith Ape,2022-11-08,3OF40jJf62nVwmrkBM2wec,0.726,0.726,1,-5.524,1,0.0802,0.0,0.245,0.379,148.039,197307,4
415,Psycho,Psycho (feat. Robb Bank$) - Single,Keith Ape,25,Robb Bank$,2015-10-15,1gUIRPBiLRgYHya6zaXJeb,0.543,0.812,5,-2.83,0,0.104,0.0,0.226,0.31,124.006,228387,4
416,Orca Walk (feat. Okasian),MOD: Ape's Basics in Time and Play,Keith Ape,18,Okasian,2021-09-20,1H0b0Z9ZPSo98wN44lvSK5,0.857,0.62,0,-6.721,0,0.478,0.0,0.107,0.556,138.093,168827,5
417,The Ice Ape (feat. Chief Keef),BORN AGAIN,Keith Ape,23,Chief Keef,2018-10-12,4SionRSHEHp119SzieYj5T,0.642,0.917,8,-4.695,1,0.435,0.0,0.0916,0.497,163.104,190120,4
418,Walk With Us (feat. Jedi P & Am Kay),Ape Into Space,Keith Ape,27,Am Kay,2022-11-08,7HtPan3iB9NTVEl4bT9auy,0.522,0.897,5,-4.573,0,0.197,0.0,0.128,0.672,139.653,232760,4
419,999,Project : Brainwash,Keith Ape,17,G2,2014-01-22,7arudb7mgwIHzzI8DeGWHr,0.777,0.782,11,-5.159,1,0.175,0.0,0.13,0.591,123.931,190171,4
420,Live long and soul lives,MOD: Ape's Basics in Time and Play,Keith Ape,18,Keith Ape,2021-09-20,1cKoeFdomvx5uwDkTOIQJd,0.576,0.914,7,-3.604,1,0.118,0.0,0.352,0.394,120.064,229253,4
421,Xen,BORN AGAIN,Keith Ape,19,Keith Ape,2018-10-12,0VzrZTDZCFPp83jOdzDgiY,0.651,0.983,4,-3.744,0,0.347,0.0,0.41,0.336,169.981,113118,4
422,Honja,God Is Under the Porch Where the Dog Died,Slug † Christ,19,Keith Ape,2015-08-09,74SyhWAmdzITo354lH4zG9,0.673,0.605,2,-6.869,1,0.141,0.0,0.159,0.336,124.005,233299,4
423,New Bap,Project : Brainwash,Keith Ape,14,G2,2014-01-22,4J3qjoXuHVuXYcEBWeYy4X,0.768,0.643,6,-5.876,1,0.389,6.8e-05,0.0861,0.655,88.91,210782,4
424,I Don't Want Peace,MOD: Ape's Basics in Time and Play,Keith Ape,17,Keith Ape,2021-09-20,7e327mqWpz8lPIdwkc9Vzf,0.664,0.829,2,-6.171,1,0.201,0.0,0.774,0.726,128.112,116250,4
425,Ninja Turtle (feat. Wifisfuneral),BORN AGAIN,Keith Ape,21,Wifisfuneral,2018-10-12,1RaCwQ7Nd1gzAyxzMga76C,0.508,0.755,11,-7.606,0,0.458,0.0,0.384,0.582,106.803,192750,5
426,Sticksigfn,Counterfeit Reality,Terrance Escobar,15,Keith Ape,2021-06-25,7eOUG1mrUYGenDvnxUjQV2,0.492,0.753,9,-4.428,1,0.218,0.000114,0.141,0.371,179.818,163333,4
427,HI ROLLA!,"BLOOD, MAGIC & DIAMONDS.",BEXEY,16,Keith Ape,2020-02-14,5XmUf60WYO3WSmvZOzjNd0,0.792,0.672,7,-9.005,1,0.0949,1.84e-06,0.0737,0.857,81.986,146000,4
428,I'm JUST,MOD: Ape's Basics in Time and Play,Keith Ape,16,Keith Ape,2021-09-20,7GMYX1ZCbTIQballLsahmr,0.705,0.971,1,-5.281,1,0.427,6.56e-05,0.421,0.716,133.003,146312,4
429,UL-UM,BORN AGAIN,Keith Ape,18,Keith Ape,2018-10-12,2fJVmsL8Zvq8TU4mlLXphk,0.612,0.889,1,-7.699,1,0.319,4.72e-06,0.917,0.582,85.127,136412,4
430,Mind Control (feat. Paloalto),Project : Brainwash,Keith Ape,14,Paloalto,2014-01-22,6xiJJabpOjIfLdKl3ueRtP,0.653,0.704,2,-5.681,1,0.225,0.0,0.296,0.281,149.956,197251,4
431,Both Ways,Whole Thang,UnoTheActivist,18,Keith Ape,2017-02-24,4angCONUbX6dZWwkAOqHlB,0.667,0.632,1,-9.296,0,0.264,0.000593,0.234,0.667,148.232,178404,4
432,Don’t Talk (Feat. Keith Ape),The Chosen One,Uneducated Kid,14,Keith Ape,2020-02-09,5cwI0udF2D6Ff0qcbssfON,0.819,0.79,1,-4.524,0,0.34,0.0,0.117,0.585,160.046,213750,4
433,The Awakening,MOD: Ape's Basics in Time and Play,Keith Ape,13,Keith Ape,2021-09-20,3JzZFM9x8Wqxk1Jdtph98E,0.784,0.788,0,-5.435,1,0.0836,0.000223,0.339,0.222,130.083,147813,4
434,Intro - Intro,Project : Brainwash,Keith Ape,12,G2,2014-01-22,6GKjlrHvpjtdjHXnP2IQZb,0.603,0.717,6,-5.818,1,0.422,0.0,0.121,0.497,84.662,129933,4
435,Domies (도우미),Domies (도우미) [feat. Keith Ape & Okasian] - Single,Dumbfoundead,17,Okasian,2015-10-02,3qty8OwN4CXom5Uqm5xulD,0.401,0.845,7,-5.17,1,0.394,0.0,0.512,0.431,160.585,232523,3
436,"My Team (feat. Reddy, Okasian, Huckleberry P, Paloalto, Keith Ape)",My Team,B-Free,14,Okasian,2014-09-12,0gihyPYSniMYWfu5YDl7J1,0.872,0.821,6,-5.595,0,0.295,0.0,0.0855,0.678,127.977,376950,4
437,rain falling/still nodding,dilaudid blues 2ᵐᵍ,Ego Mackey,13,Keith Ape,2022-05-31,1ShRP3NF1EQDw6GMbyt2de,0.311,0.99,1,-5.205,1,0.707,0.000841,0.653,0.155,96.815,262478,4
438,On My Grind,Project : Brainwash,Keith Ape,13,G2,2014-01-22,3e2N06eV52eb3IrAiZl26J,0.743,0.791,7,-5.817,1,0.181,0.0,0.0873,0.344,156.389,195814,4
439,Feel It (feat. Keith Ape) - Single Version,Feel It,B-Free,9,Keith Ape,2014-11-10,61ni5gAfxsAVlhiahBBknF,0.791,0.613,2,-6.383,1,0.31,0.0,0.584,0.462,94.027,254196,4
440,IDWF,BEEN BRAZY (EXTENDO KLIP),OTL Beezy,11,Keith Ape,2022-11-22,25Z2uAPlucuqBOpHO5j038,0.755,0.558,11,-11.074,1,0.229,0.0,0.113,0.267,74.017,197982,4
441,Pure (Ape Wolves),Pure (Ape Wolves),Young L,10,Keith Ape,2022-02-18,0amV60okIX4Gnm5SEbnN1z,0.875,0.565,4,-12.6,0,0.325,0.315,0.123,0.237,77.5,160926,4
442,Space Ninja (feat. Okasian),Project : Brainwash,Keith Ape,13,Okasian,2014-01-22,4rIqxZ2M7vKmf6h2HONme3,0.867,0.604,9,-6.565,1,0.311,0.0,0.0751,0.445,127.938,217548,4
443,MORE,MORE,K/DA,72,(G)I-DLE,2020-10-28,6juLaduD4STCUDWT0AYun4,0.66,0.787,1,-4.592,0,0.032,0,0.323,0.199,142.018,217088,4
444,MAGICIAN,MAGICIAN,Lexie Liu,52,Lexie Liu,2022-11-29,4vQn2xckwjtCkRhHSrVU30,0.571,0.799,2,-5.859,0,0.0439,0,0.406,0.445,120.04,213063,4
445,MIRA,The Happy Star,Lexie Liu,48,Lexie Liu,2022-12-06,5HIKZ0xjMJ6cWg9lwjHS5H,0.543,0.78,1,-6.331,1,0.0313,0.000327,0.136,0.105,99.989,212368,4
446,FORTUNA,FORTUNA,Lexie Liu,52,Lexie Liu,2022-11-22,2ghkqCMxkb53tS5qA9QsEk,0.562,0.802,11,-6.313,1,0.0454,0.0162,0.0873,0.377,160.051,182361,4
447,Manta,无限意识 Meta Ego,Lexie Liu,50,Lexie Liu,2019-12-27,2ckGH6FtxWeAv0SskcREd1,0.709,0.695,11,-4.289,0,0.0371,0,0.117,0.423,95.973,202061,4
448,了 L,上线了 GONE GOLD,Lexie Liu,46,Lexie Liu,2021-01-28,1BArNw5s6pzhaoqrPM8ccF,0.753,0.721,0,-6.197,0,0.0375,6.29e-06,0.199,0.385,119.997,195245,4
449,GANMA,The Happy Star,Lexie Liu,48,Lexie Liu,2022-12-06,3ZCjmlAZfEUbDNKkoJpMjm,0.679,0.876,4,-5.827,0,0.07,0.00396,0.0933,0.12,97.981,160494,4
450,Mulan,2030,Lexie Liu,42,Lexie Liu,2019-02-01,0bXodJaDaearJAcwacOjJe,0.624,0.637,5,-5.912,0,0.166,1.07e-05,0.18,0.55,164.184,223688,4
451,Whenever,无限意识 Meta Ego,Lexie Liu,45,Lexie Liu,2019-12-27,4lx9kWtacO0IuJuJcxOoHV,0.661,0.518,9,-10.033,1,0.032,0.0033,0.365,0.217,101.904,194717,4
452,SHADOW,上线了 GONE GOLD,Lexie Liu,46,Lexie Liu,2021-01-28,79SSuZfbcojuqIMowimxe4,0.608,0.899,3,-5.642,0,0.0576,0.0108,0.114,0.649,116.04,236772,4
453,dance dance,The Happy Star,Lexie Liu,49,Lexie Liu,2022-12-06,1SaUBCZJOk3XCCZd1nFOte,0.597,0.945,11,-4.347,1,0.0318,0.666,0.107,0.816,118.974,174429,3
454,Sleep Away,2030,Lexie Liu,40,Lexie Liu,2019-02-01,0X88QEQffqAzb0LGuonv1r,0.757,0.534,1,-6.95,1,0.0607,0,0.027,0.612,132.943,249166,4
455,玫瑰星云 Holy,无限意识 Meta Ego,Lexie Liu,42,Lexie Liu,2019-12-27,6vce793ItSBXOFULR3TGmV,0.752,0.703,6,-3.831,0,0.0517,0.0176,0.0985,0.493,95.022,168459,4
456,有吗炒面 ALGTR,上线了 GONE GOLD,Lexie Liu,45,Lexie Liu,2021-01-28,6RfGyrPQ1gQM20zfextCm5,0.545,0.89,8,-3.396,0,0.0671,0.000338,0.117,0.528,75.957,254808,4
457,RRR,The Happy Star,Lexie Liu,45,Lexie Liu,2022-12-06,3Q6FNHZ2ZIpJ3hxI905aEG,0.683,0.715,8,-5.791,0,0.107,0.00309,0.109,0.386,97.029,173087,4
458,818(浙江卫视818晚会主题曲),818(浙江卫视818晚会主题曲),Lexie Liu,37,Lexie Liu,2021-08-20,3ssIlDegMnYbItztsKZegV,0.67,0.681,7,-6.614,0,0.0469,0.000136,0.109,0.233,146.026,191641,4
459,地球蓝 Aqua Blue,无限意识 Meta Ego,Lexie Liu,39,Lexie Liu,2019-12-27,412cDA8S8rxvASzrReSUBh,0.57,0.646,9,-5.402,0,0.124,1.48e-06,0.118,0.279,172.01,174912,4
460,猪猪锤 CHU CHU,上线了 GONE GOLD,Lexie Liu,40,Lexie Liu,2021-01-28,1RAZRWGTVTqZfTvL173LEG,0.723,0.472,7,-9.749,0,0.0341,0,0.0975,0.165,100.037,176315,4
461,Bad Dream,The Happy Star,Lexie Liu,45,Lexie Liu,2022-12-06,5NAdyaDf0G8YEmbV4fVwG3,0.566,0.408,6,-10.62,0,0.0435,0.00168,0.0995,0.129,120.064,228014,4
