,song name,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
717,Someone Watching Over You,Day by Day,Yolanda Adams,43,Yolanda Adams,2005-08-29,5NnJSCpeSRmk5WHlQtdPCW,0.643,0.469,2,-7.508,1,0.0843,0,0.0688,0.271,154.139,291040,4
718,Better Than Gold,Smooth Soul Music,Various Artists,40,Yolanda Adams,2018-04-06,1yWdMYNQVSTXG5KES3TxOB,0.643,0.417,7,-7.395,0,0.0527,0,0.126,0.242,73.017,216653,4
719,The Battle Is the Lord's,The Essential Yolanda Adams,Yolanda Adams,44,Yolanda Adams,1991,3Xg7RAV68Y0l8xyqQsuKJe,0.471,0.599,6,-8.552,0,0.0859,0,0.774,0.424,119.18,387573,3
720,"When You Love (feat. CeCe Winans, Yolanda Adams & Mary Mary)",We All Are One (Live In Detroit),Donnie McClurkin,39,Yolanda Adams,2009-03-30,7lCkz84Hd3LnRbEPhvIZOg,0.624,0.612,6,-7.004,1,0.0418,8.73e-05,0.285,0.349,94.859,266693,4
721,In the Midst of It All,Mountain High Valley Low,Yolanda Adams,41,Yolanda Adams,1999-09-10,1Pd0T4S4Ey5BChcU5rEAfn,0.381,0.668,0,-5.731,1,0.118,0,0.294,0.338,87.508,417707,4
722,Be Blessed,Day by Day,Yolanda Adams,41,Yolanda Adams,2005-08-29,2czrGVxIeBTSY01Q3beDH2,0.67,0.503,8,-6.799,1,0.0449,0,0.0905,0.186,110.109,345040,4
723,"How Great - Live From Chattanooga, TN",The Cry: A Live Worship Experience,William McDowell,35,Yolanda Adams,2019-09-20,28MrLqzObFxrnierC41cS7,0.297,0.817,4,-4.375,1,0.0582,0.000158,0.791,0.184,148.155,275720,4
724,Never Give Up,Believe,Yolanda Adams,38,Yolanda Adams,2001-12-04,4yxONXVHm5u7f6zIa6e9Ft,0.626,0.539,6,-5.213,1,0.0341,0,0.0756,0.144,113.898,319321,4
725,Fragile Heart,Mountain High Valley Low,Yolanda Adams,38,Yolanda Adams,1999-09-10,2Cr0i6YvRn6KFIsnVngpSP,0.762,0.499,11,-8.289,0,0.0362,0.000248,0.0803,0.376,123.989,278027,4
726,Best For Last,Best For Last,Donald Lawrence,35,The Tri-City Singers,2013-09-24,5tFUSHLgM3h6NJGX8QERyF,0.588,0.569,7,-7.026,1,0.0744,0,0.176,0.426,134.007,318813,4
727,Be Still,Becoming,Yolanda Adams,31,Yolanda Adams,2016-10-04,25Dsw7KiWM7YA1rbr2gVVv,0.402,0.674,3,-5.418,0,0.0453,0,0.552,0.57,74.634,251880,4
728,Still I Rise,The Essential Yolanda Adams,Yolanda Adams,33,Yolanda Adams,1991,1QGxwJauCzcewCHekL075o,0.441,0.373,1,-8.988,1,0.0271,0,0.0683,0.171,110.214,340760,4
729,The Prayer (with Yolanda Adams),Donnie McClurkin... Again,Donnie McClurkin,32,Yolanda Adams,2003-03-02,75eiUMeaMdX7wNhd6dtno7,0.244,0.42,5,-8.999,1,0.0358,0,0.105,0.156,79.466,276813,4
730,It's Gon Be Nice,Day by Day,Yolanda Adams,29,Yolanda Adams,2005-08-29,15jLNdvyI5RFcyXZt9y1dl,0.715,0.853,8,-3.747,1,0.185,0,0.294,0.863,84.038,176147,4
731,I Gotta Believe,Believe,Yolanda Adams,33,Yolanda Adams,2001-12-04,0QZZapbEvnYjP6vplxWtJY,0.683,0.541,7,-5.912,1,0.036,0,0.275,0.375,90.992,217850,4
732,That Name,Mountain High Valley Low,Yolanda Adams,32,Yolanda Adams,1999-09-10,7e1Sw5hk70ZyoIEy8lJl8J,0.281,0.437,7,-6.436,1,0.0303,0,0.193,0.204,92.331,286693,3
733,Everyday (Family Reunion),Madea's Family Reunion,Various Artists,33,Yolanda Adams,2005-01-01,7vn3waxBRZI1dkLdQD6HLN,0.666,0.475,8,-7.336,1,0.0286,0,0.354,0.221,109.997,288587,4
734,Victory,Day by Day,Yolanda Adams,35,Yolanda Adams,2005-08-29,6qHLS0huiEkir1wihPzR2y,0.683,0.954,10,-2.5,0,0.12,0,0.0511,0.964,76.495,281333,4
735,Talkin' 'Bout Jesus,Testimony,Gloria Gaynor,32,Yolanda Adams,2019-06-07,0Va3lL2FGZZMU5Myuj9dWp,0.667,0.814,2,-4.556,1,0.0762,0,0.0908,0.736,97.033,194160,4
736,Yeah,Mountain High Valley Low,Yolanda Adams,29,Yolanda Adams,1999-09-10,7bzHyOCT77Lgs11IGLknrm,0.749,0.769,2,-7.241,1,0.0695,1.42e-05,0.0809,0.632,95.818,197600,4
737,Afterwhile,Hero,Kirk Franklin,31,Yolanda Adams,2005-10-03,6m5tnZCLRaDo3CpOsjqCET,0.46,0.115,1,-15.597,1,0.0666,0,0.169,0.303,114.548,171240,4
738,This Too Shall Pass,Day by Day,Yolanda Adams,30,Yolanda Adams,2005-08-29,73gWAVYTulPQgwzZ3OvbvJ,0.29,0.444,10,-8.103,1,0.036,0,0.107,0.169,88.166,296427,1
